S.N.,Open,High,Low,Close,Change,% Change,Turnover,Date
1546,"1,259.16","1,260.43","1,256.63","1,257.15",-1.14,-0.09,"627,908,800.00",6/27/2019
1547,"1,261.10","1,261.49","1,255.45","1,258.29",-2.78,-0.22,"570,123,456.00",6/26/2019
1548,"1,260.23","1,264.52","1,259.35","1,261.07",0.97,0.08,"364,773,344.00",6/25/2019
1549,"1,254.67","1,260.10","1,253.01","1,260.10",5.75,0.46,"481,492,832.00",6/24/2019
1550,"1,264.53","1,264.53","1,253.43","1,254.35",-10.01,-0.79,"481,859,744.00",6/23/2019
1551,"1,258.90","1,266.33","1,257.93","1,264.36",5.9,0.47,"375,315,200.00",6/20/2019
1552,"1,258.25","1,262.11","1,256.72","1,258.46",-0.2,-0.02,"304,189,632.00",6/19/2019
1553,"1,261.04","1,263.56","1,258.36","1,258.66",-2.24,-0.18,"359,411,296.00",6/18/2019
1554,"1,259.38","1,264.97","1,254.52","1,260.90",2.63,0.21,"403,538,144.00",6/17/2019
1555,"1,271.18","1,271.27","1,256.85","1,258.27",-11.28,-0.89,"472,520,800.00",6/16/2019
1556,"1,272.91","1,274.83","1,264.46","1,269.55",-2.94,-0.23,"418,750,016.00",6/13/2019
1557,"1,276.09","1,277.04","1,267.17","1,272.49",-3.5,-0.27,"399,464,992.00",6/12/2019
1558,"1,276.26","1,281.32","1,274.82","1,275.99",0.17,0.01,"459,071,008.00",6/11/2019
1559,"1,285.49","1,289.54","1,274.62","1,275.82",-8.77,-0.68,"553,347,008.00",6/10/2019
1560,"1,296.50","1,296.80","1,284.59","1,284.59",-4.69,-0.36,"579,563,008.00",6/6/2019
1561,"1,292.86","1,297.91","1,286.37","1,289.28",-3.56,-0.28,"694,590,976.00",6/4/2019
1562,"1,306.88","1,308.63","1,291.02","1,292.84",-12.84,-0.98,"664,590,016.00",6/3/2019
1563,"1,317.91","1,317.91","1,304.53","1,305.68",-13.79,-1.05,"735,995,008.00",6/2/2019
1564,"1,328.62","1,349.38","1,317.67","1,319.47",5.59,0.43,"1,504,460,032.00",5/30/2019
1565,"1,307.30","1,315.16","1,307.13","1,313.88",8.39,0.64,"884,201,024.00",5/29/2019
1566,"1,304.22","1,307.08","1,300.45","1,305.49",2.53,0.19,"749,068,992.00",5/28/2019
1567,"1,302.98","1,309.90","1,298.36","1,302.96",0.35,0.03,"499,910,016.00",5/27/2019
1568,"1,315.97","1,317.86","1,301.32","1,302.61",-11.94,-0.91,"603,897,024.00",5/26/2019
1569,"1,321.69","1,324.15","1,309.12","1,314.55",-5.08,-0.38,"913,235,968.00",5/23/2019
1570,"1,314.94","1,322.47","1,314.82","1,319.63",7.49,0.57,"918,484,992.00",5/22/2019
1571,"1,308.40","1,317.79","1,304.59","1,312.14",4.43,0.34,"796,716,992.00",5/21/2019
1572,"1,319.21","1,322.85","1,305.43","1,307.71",-9.13,-0.69,"1,164,889,984.00",5/20/2019
1573,"1,319.33","1,322.09","1,312.81","1,316.84",-1.87,-0.14,"1,055,840,000.00",5/19/2019
1574,"1,322.68","1,326.69","1,313.93","1,318.71",-2.29,-0.17,"881,396,992.00",5/16/2019
1575,"1,316.79","1,334.06","1,316.21","1,321.00",5.55,0.42,"1,302,630,016.00",5/15/2019
1576,"1,307.84","1,321.00","1,307.84","1,315.45",14.11,1.08,"1,007,529,984.00",5/14/2019
1577,"1,295.99","1,301.68","1,295.99","1,301.34",6.31,0.49,"775,121,984.00",5/13/2019
1578,"1,292.12","1,295.03","1,284.17","1,295.03",3.07,0.24,"672,155,008.00",5/12/2019
1579,"1,297.57","1,302.62","1,290.11","1,291.96",-5.64,-0.43,"605,086,976.00",5/9/2019
1580,"1,301.39","1,304.15","1,295.32","1,297.60",-3.68,-0.28,"494,902,016.00",5/8/2019
1581,"1,298.35","1,311.18","1,295.73","1,301.28",1.87,0.14,"699,849,024.00",5/7/2019
1582,"1,278.00","1,299.41","1,270.06","1,299.41",21.73,1.7,"619,564,992.00",5/6/2019
1583,"1,293.71","1,293.71","1,276.73","1,277.68",-16.71,-1.29,"628,641,024.00",5/5/2019
1584,"1,298.80","1,300.43","1,282.95","1,294.39",-4.21,-0.32,"573,145,024.00",5/2/2019
